Ticket number,Issue Date,Issue time,Meter Id,Marked Time,RP State Plate,Plate Expiry Date,VIN,Make,Body Style,Color,Location,Route,Agency,Violation code,Violation Description,Fine amount,Latitude,Longitude,Agency Description,Color Description,Body Style Description
4274696075,2016-01-05T00:00:00.000,1353,,,CA,201604,,NISS,PU,BL,403 AVALON BLVD N,00563,55,80.56E4+,RED ZONE,93,99999,99999,,,
4274710031,2016-01-03T00:00:00.000,1639,,,CA,201605,,NISS,PA,BK,10822 ROSE AVE W,00111,51,22500E,BLOCKING DRIVEWAY,68,99999,99999,,,
4274710042,2016-01-03T00:00:00.000,1743,,,CO,,,FORD,PA,BK,5518 VIA DONTE,00111,51,80.69A+,STOP/STAND PROHIBIT,93,6423748.8,1810629.9,,,
4274710053,2016-01-03T00:00:00.000,1753,,,CA,201603,,RROV,PA,BK,339 WASHINGTON BLVD E,00111,51,80.56E4+,RED ZONE,93,6420991.6,1815686.3,,,
4274710064,2016-01-03T00:00:00.000,1854,,,CA,201607,,TOYT,PA,WT,9750 AIRPORT BLVD,00111,51,80.56E4+,RED ZONE,93,6444609,1803590.8,,,
4274710075,2016-01-03T00:00:00.000,1855,,,AZ,201608,,HOND,PA,BG,9750 AIRPORT BLVD,00111,51,80.56E4+,RED ZONE,93,6444609,1803590.8,,,
4274710086,2016-01-03T00:00:00.000,1856,,,CA,201607,,TOYT,PA,BL,9750 AIRPORT BLVD,00111,51,80.56E4+,RED ZONE,93,6444609,1803590.8,,,
4274710101,2016-01-03T00:00:00.000,1909,W121,,CA,201606,,VOLK,PA,WT,6101 98TH ST W,00111,51,88.13B+,METER EXP.,63,6442760.7,1803450.3,,,
4274710112,2016-01-03T00:00:00.000,1914,,,CA,201606,,TOYT,PA,WT,9801 VICKSBURG AVE,00111,51,80.69B,NO PARKING,73,6442195.4,1803452.1,,,
4274710123,2016-01-03T00:00:00.000,1917,,,CA,201603,,LINC,PA,BK,9800 VICKSBURG AVE,00111,51,80.69B,NO PARKING,73,6442195.4,1803452.1,,,
4274710134,2016-01-03T00:00:00.000,1918,,,CA,,,TOYT,PA,BG,9800 VICKSBURG AVE,00111,51,80.69B,NO PARKING,73,6442195.4,1803452.1,,,
4274710145,2016-01-03T00:00:00.000,1919,,,CA,201604,,TOYT,PA,YE,9800 VICKSBURG AVE,00111,51,80.69B,NO PARKING,73,6442195.4,1803452.1,,,
4274710160,2016-01-03T00:00:00.000,1929,W7,,CA,201610,,TOYT,PA,GY,6200 98TH ST,00111,51,88.13B+,METER EXP.,63,6442195.4,1803452.1,,,
4274710171,2016-01-03T00:00:00.000,1933,W12,,CA,201609,,TOYT,PA,GY,6200 98TH ST,00111,51,88.13B+,METER EXP.,63,6442195.4,1803452.1,,,
4274710182,2016-01-03T00:00:00.000,1935,,,CA,201612,,CHEV,PA,BK,9801 VICKSBURG AVE,00111,51,80.69B,NO PARKING,73,6442195.4,1803452.1,,,
4274710193,2016-01-03T00:00:00.000,1938,,,CA,201602,,TOYT,PA,BL,9801 VICKSBURG AVE,00111,51,80.69B,NO PARKING,73,6442195.4,1803452.1,,,
4274710204,2016-01-03T00:00:00.000,1943,,,CA,201608,,CADI,PA,BK,9801 VICKSBURG AVE,00111,51,80.69B,NO PARKING,73,6442195.4,1803452.1,,,
4274710215,2016-01-03T00:00:00.000,1945,,,CA,201612,,TOYT,PA,WT,9800 VICKSBURG AVE,00111,51,80.69B,NO PARKING,73,6442195.4,1803452.1,,,
4274710226,2016-01-03T00:00:00.000,1952,W53,,CA,201602,,TOYT,PA,GY,6100 98TH ST W,00111,51,88.13B+,METER EXP.,63,6442475.2,1803451.2,,,
4274710230,2016-01-03T00:00:00.000,2016,,,CA,201606,,FORD,PA,BK,6921 LA TIJERA BLVD,00111,51,22507.8A,DISABLED PARKING/NO,363,6448461.4,1813820,,,
4274710241,2016-01-03T00:00:00.000,2209,,,CA,201603,,HYUN,PA,GY,15 BROOKS AVE E,00111,51,80.56E4+,RED ZONE,93,6417214.2,1819384.1,,,
4274710252,2016-01-03T00:00:00.000,2212,,,CA,201608,,BMW,PA,WT,15 HORIZON AVE,00111,51,80.56E4+,RED ZONE,93,6417934.6,1818437.9,,,
4274710263,2016-01-05T00:00:00.000,1039,,,CA,201610,,OTHR,TK,WT,11574 IOWA AVE,00161,51,22500H,DOUBLE PARKING,68,6424846.4,1838274.9,,,
4274710274,2016-01-05T00:00:00.000,1047,,,CA,201612,,GMC,TK,WT,11806 PICO BLVD,00161,51,80.61,STANDNG IN ALLEY,68,99999,99999,,,
4274710285,2016-01-05T00:00:00.000,1059,,,CA,201602,,FORD,VN,WT,900 MILWOOD AVE,00161,51,80.56E4+,RED ZONE,93,6421897,1821209.6,,,
4274710296,2016-01-05T00:00:00.000,1155,,,CA,201606,,TOYT,VN,WT,1362 ABBOT KINNEY BLVD,00161,51,22507.8B,DISABLED PARKING/OBS,363,6420237.5,1819356.7,,,
4274710300,2016-01-05T00:00:00.000,1209,,,CA,201601,,TOYT,PA,GY,500 MILWOOD AVE,00161,51,80.56E4+,RED ZONE,93,6420752.2,1819197.6,,,
4274710311,2016-01-05T00:00:00.000,1215,,,CA,201604,,BMW,PA,BK,1429 ABBOT KINNEY BLVD,00161,51,80.56E4+,RED ZONE,93,6420592.7,1819246.9,,,
4274710322,2016-01-05T00:00:00.000,1221,,,CA,201610,,AUDI,PA,GY,558 RIALTO AVE,00161,51,22500H,DOUBLE PARKING,68,6420658.7,1818772.8,,,
4274710333,2016-01-05T00:00:00.000,1229,,,CA,201612,,KIA,PA,BK,00 20TH AVE,00161,51,80.69AA+,NO STOP/STAND,93,6418632.8,1817175.3,,,
4274710344,2016-01-05T00:00:00.000,1243,,,CA,201611,,DODG,PU,WT,2200 SPEEDWAY S,00161,51,80.69B,NO PARKING,73,6419004.4,1816852.7,,,
4274710355,2016-01-05T00:00:00.000,1250,,,CA,201609,,FORD,VN,WT,2400 SPEEDWAY S,00161,51,80.69B,NO PARKING,73,6419275.6,1816477.2,,,
4274710366,2016-01-05T00:00:00.000,1256,,,CA,201611,,FORD,PU,WT,2600 SPEEDWAY S,00161,51,80.69B,NO PARKING,73,6419547,1816101.1,,,
4274710370,2016-01-05T00:00:00.000,1304,,,CA,201608,,FORD,VN,WT,2800 SPEEDWAY S,00161,51,80.69B,NO PARKING,73,6419818.7,1815724.6,,,
4274710381,2016-01-05T00:00:00.000,1517,,1354,CA,201607,,TOYT,PA,BK,824 LINCOLN BLVD,00161,51,80.69C,PARKED OVER TIME LIM,58,6421322.4,1822345.5,,,
4274710392,2016-01-05T00:00:00.000,1519,,1354,CA,201609,,TOYT,PA,SL,824 LINCOLN BLVD,00161,51,80.69C,PARKED OVER TIME LIM,58,6421322.4,1822345.5,,,
4274710403,2016-01-05T00:00:00.000,1519,,1354,CA,201611,,VOLV,PA,BK,824 LINCOLN BLVD,00161,51,80.69C,PARKED OVER TIME LIM,58,6421322.4,1822345.5,,,
4274710414,2016-01-05T00:00:00.000,1520,,1354,CA,201606,,VOLV,PA,BK,824 LINCOLN BLVD,00161,51,80.69C,PARKED OVER TIME LIM,58,6421322.4,1822345.5,,,
4274710436,2016-01-05T00:00:00.000,1526,,1354,CA,,,MAZD,PA,GO,436 LINCOLN BLVD,00161,51,80.69C,PARKED OVER TIME LIM,58,6420496.1,1822828.9,,,
4274710440,2016-01-05T00:00:00.000,1527,,1354,NV,201603,,JEEP,PA,GY,410 LINCOLN BLVD,00161,51,80.69C,PARKED OVER TIME LIM,58,99999,99999,,,
4274712013,2016-01-05T00:00:00.000,1151,,0905,CA,201601,,FORD,PA,GY,10645 WHIPPLE ST,350R2,53,80.69C,PARKED OVER TIME LIM,58,6452098.5,1876402.9,,,
4274712024,2016-01-05T00:00:00.000,1200,,0905,CA,201610,,TOYT,PA,WT,4146 CAHUENGA BLVD,350R2,53,80.69C,PARKED OVER TIME LIM,58,6452303.6,1875287.5,,,
4274712035,2016-01-05T00:00:00.000,1206,,0905,CA,201603,,HOND,PA,GY,4258 STROHM AVE,350R2,53,80.69C,PARKED OVER TIME LIM,58,99999,99999,,,
4274712046,2016-01-05T00:00:00.000,1416,SC290A,,CA,201512,,SUBA,PA,GY,11701 VENTURA BL,350R2,53,88.13B+,METER EXP.,63,6444350.4,1874016.4,,,
4274714581,2016-01-05T00:00:00.000,809,,,CA,201611,,TOYT,PA,RD,3972 BEETHOVEN ST,00131,51,22500E,BLOCKING DRIVEWAY,68,6428675.2,1821317,,,
4274714592,2016-01-05T00:00:00.000,815,,,IN,201512,,CHEV,PA,BK,3972 BEETHOVEN ST,00131,51,22500E,BLOCKING DRIVEWAY,68,6428675.2,1821317,,,
4274714603,2016-01-05T00:00:00.000,1342,,,CA,201609,,LEXS,PA,WT,404 LINCOLN BLVD,00131,51,80.56E4+,RED ZONE,93,6420273.4,1822959.2,,,
4274716386,2016-01-05T00:00:00.000,805,PW209,,CA,6,,VOLK,PA,WT,10901 PICO BL W,00154,51,88.13B+,METER EXP.,63,6431556.4,1837089.5,,,
4274716390,2016-01-05T00:00:00.000,812,,,CA,5,,ALFA,PA,RD,1850 VETERAN AVE,00154,51,5204A-,DISPLAY OF TABS,25,6428677.4,1839997.7,,,
4274716401,2016-01-05T00:00:00.000,817,,,CA,10,,BMW,PA,SL,1700 VETERAN AVE,00154,51,5204A-,DISPLAY OF TABS,25,99999,99999,,,
4274716412,2016-01-05T00:00:00.000,838,WV301,,CA,6,,ACUR,PA,BL,1100 WESTWOOD BLVD,00154,51,88.13B+,METER EXP.,63,6426785.9,1844802.9,,,
4274684654,2016-01-04T00:00:00.000,2302,,,CA,201609,,MERZ,PA,SL,207 BREED ST N,00602,56,80.56E4+,RED ZONE,93,6497466.4,1838052.2,,,
4274716423,2016-01-05T00:00:00.000,922,WV127A,,CA,9,,TOYT,PA,WT,10951 WEYBURN AVE,00154,51,88.13B+,METER EXP.,63,6426272.9,1845437.7,,,
4274716434,2016-01-05T00:00:00.000,1113,,0900,CA,7,,NISS,PA,GY,451 KELTON AVE,00154,51,80.69C,PARKED OVER TIME LIM,58,6424244.9,1847918.7,,,
4274716445,2016-01-05T00:00:00.000,1120,,0905,CA,6,,BMW,PA,GY,540 KELTON AVE,00154,51,80.69C,PARKED OVER TIME LIM,58,6424308.9,1847282.6,,,
4274716456,2016-01-05T00:00:00.000,1127,,0915,TX,5,,ACUR,PA,GN,555 LEVERING AVE,00154,51,80.69C,PARKED OVER TIME LIM,58,6423996.1,1846993.8,,,
4274716460,2016-01-05T00:00:00.000,1133,,0915,CA,3,,CHEV,PA,BK,527 MIDVALE AVE,00154,51,80.69C,PARKED OVER TIME LIM,58,6424621.5,1847333.8,,,
4274716471,2016-01-05T00:00:00.000,1137,,0915,CA,4,,TOYT,PA,BK,613 MIDVALE AVE,00154,51,80.69C,PARKED OVER TIME LIM,58,6424821.3,1846769.3,,,
4274716482,2016-01-05T00:00:00.000,1140,,0915,CA,9,,MERZ,PA,WT,630 MIDVALE AVE,00154,51,80.69C,PARKED OVER TIME LIM,58,6424848.5,1846628.4,,,
4274716493,2016-01-05T00:00:00.000,1145,,0915,CA,6,,HOND,PA,BL,667 MIDVALE AVE,00154,51,80.69C,PARKED OVER TIME LIM,58,6424854.1,1846341.8,,,
4274716504,2016-01-05T00:00:00.000,1410,,,CA,9,,PLYM,PA,MR,3714 JASMINE AVE,00154,51,5204A-,DISPLAY OF TABS,25,6439458.5,1831200.3,,,
4274718405,2016-01-05T00:00:00.000,1013,HO969,,CA,201605,,VOLK,PA,BL,1701 WHITLEY AV,00483,54,88.13B+,METER EXP.,63,6460757,1859516,,,
4274718416,2016-01-05T00:00:00.000,1015,HO958,,CA,201612,,HOND,PA,GY,1700 WHITLEY AV,00483,54,88.13B+,METER EXP.,63,6460757,1859516,,,
4274718420,2016-01-05T00:00:00.000,1019,,,CA,201611,,HYUN,PA,GY,1936 WHITLEY AV,00483,54,80.69B,NO PARKING,73,99999,99999,,,
4274718431,2016-01-05T00:00:00.000,1033,SV106,,CA,201606,,NISS,PA,GN,1501 WILCOX AV,00483,54,88.13B+,METER EXP.,63,6461453.8,1857650.9,,,
4274718442,2016-01-05T00:00:00.000,1044,,,CA,201605,,FORD,PA,BK,1601 FAIRFAX AVE N,00483,54,80.56E4+,RED ZONE,93,6452207.7,1858932.4,,,
4274718453,2016-01-05T00:00:00.000,1107,SV287,,CA,201611,,DODG,PA,SL,1401 IVAR AV,00483,54,88.13B+,METER EXP.,63,6462120.7,1857542,,,
4274718464,2016-01-05T00:00:00.000,1249,HO558,,CA,201611,,TOYT,PA,SL,1701 IVAR AV,00483,54,88.13B+,METER EXP.,63,6462321.2,1859523.3,,,
4274718475,2016-01-05T00:00:00.000,1302,HO1052,,CA,201607,,TOYT,PA,SL,1600 GOWER ST,00483,54,88.13B+,METER EXP.,63,6464091.9,1858865,,,
4274718486,2016-01-05T00:00:00.000,1436,LM268,,CA,201606,,NISS,PA,GY,700 POINSETTIA PL N,00483,54,88.13B+,METER EXP.,63,6456095.1,1852964.2,,,
4274718490,2016-01-05T00:00:00.000,1453,,,CA,201607,,DODG,PA,WT,7040 HOLLYWOOD BLVD,00483,54,80.56E4+,RED ZONE,93,6457811.1,1859518.2,,,
4274718501,2016-01-05T00:00:00.000,1455,,,CA,201608,,CHEV,PA,SL,7040 HOLLYWOOD BLVD,00483,54,80.56E4+,RED ZONE,93,6457811.1,1859518.2,,,
4274718512,2016-01-05T00:00:00.000,1457,,,FL,201609,,JAGU,PA,BK,7040 HOLLYWOOD BLVD,00483,54,80.56E4+,RED ZONE,93,6457811.1,1859518.2,,,
4274718523,2016-01-05T00:00:00.000,1502,HO6610,,NV,201601,,MITS,PA,BL,6726 HOLLYWOOD BLVD,00483,54,88.13B+,METER EXP.,63,6459641.7,1859511.3,,,
4274730224,2016-01-05T00:00:00.000,808,,,CA,201607,,NISS,PA,WT,6300 GLADE AVE,00375,53,80.69BS,NO PARK/STREET CLEAN,73,6377887.5,1890156.1,,,
4274730235,2016-01-05T00:00:00.000,810,,,CA,201605,,CHEV,PA,BK,6100 GLADE AVE,00375,53,80.69BS,NO PARK/STREET CLEAN,73,6377872.6,1888870.4,,,
4274730246,2016-01-05T00:00:00.000,811,,,CA,201605,,CHEV,PA,BK,6100 GLADE AVE,00375,53,5200,DISPLAY OF PLATES,25,6377872.6,1888870.4,,,
4274730250,2016-01-05T00:00:00.000,812,,,CA,201607,,VOLK,PA,BK,6100 GLADE AVE,00375,53,80.69BS,NO PARK/STREET CLEAN,73,6377872.6,1888870.4,,,
4274730261,2016-01-05T00:00:00.000,815,,,CA,201610,,MAZD,PA,GY,6100 GLADE AVE,00375,53,22500H,DOUBLE PARKING,68,6377872.6,1888870.4,,,
4274730272,2016-01-05T00:00:00.000,819,,,CA,201608,,FORD,PA,WT,6000 NEVADA AVE,00375,53,80.69BS,NO PARK/STREET CLEAN,73,6377525.3,1888155.6,,,
4274730283,2016-01-05T00:00:00.000,822,,,CA,,,MERZ,PA,BL,6100 NEVADA AVE,00375,53,80.69BS,NO PARK/STREET CLEAN,73,6377483.5,1888786.9,,,
4274730294,2016-01-05T00:00:00.000,826,,,CA,201603,,TOYT,PA,GN,6200 RANDI AVE,00375,53,80.69BS,NO PARK/STREET CLEAN,73,6377104.5,1889477.3,,,
4274730305,2016-01-05T00:00:00.000,828,,,CA,201605,,CHRY,PA,WT,6200 RANDI AVE,00375,53,80.69BS,NO PARK/STREET CLEAN,73,6377104.5,1889477.3,,,
4274730316,2016-01-05T00:00:00.000,829,,,CA,201606,,MERZ,PA,WT,6300 RANDI AVE,00375,53,80.69BS,NO PARK/STREET CLEAN,73,6377107.2,1890169.5,,,
4274730320,2016-01-05T00:00:00.000,833,,,CA,201611,,FORD,PU,SL,6234 NITA AVE,00375,53,80.69BS,NO PARK/STREET CLEAN,73,99999,99999,,,
4274730331,2016-01-05T00:00:00.000,836,,,CA,201603,,HOND,PA,GO,22317 ERWIN ST,00375,53,80.69BS,NO PARK/STREET CLEAN,73,6376175.8,1889482.2,,,
4274730342,2016-01-05T00:00:00.000,839,,,CA,201501,,HOND,PA,OT,6220 SHOUP AVE,00375,53,80.69BS,NO PARK/STREET CLEAN,73,6375785.2,1889766,,,
4274730353,2016-01-05T00:00:00.000,840,,,CA,201607,,CHEV,PA,GN,6220 SHOUP AVE,00375,53,80.69BS,NO PARK/STREET CLEAN,73,6375785.2,1889766,,,
4274756124,2016-01-05T00:00:00.000,1315,,,CA,9,,OTHR,CM,WT,320 4TH ST W,00665,56,80.69A+,STOP/STAND PROHIBIT,93,6486064.4,1840549.7,,,
4274730364,2016-01-05T00:00:00.000,841,,,CA,201601,,HYUN,PA,RD,6224 SHOUP AVE,00375,53,80.69BS,NO PARK/STREET CLEAN,73,6375785.2,1889781.7,,,
4274730375,2016-01-05T00:00:00.000,845,,,CA,201604,,TOYT,PA,BK,22363 VICTORY BLVD,00375,53,80.69BS,NO PARK/STREET CLEAN,73,99999,99999,,,
4274730386,2016-01-05T00:00:00.000,846,,,CA,201604,,TOYT,PA,BK,22363 VICTORY BLVD,00375,53,5200,DISPLAY OF PLATES,25,99999,99999,,,
4274730390,2016-01-05T00:00:00.000,920,,,CA,,,HYUN,PA,BK,6100 NEVADA AVE,00375,53,80.69BS,NO PARK/STREET CLEAN,73,6377483.5,1888786.9,,,
4274730412,2016-01-05T00:00:00.000,926,,,CA,201607,,SAA,PA,RD,6200 NITA AVE,00375,53,80.69BS,NO PARK/STREET CLEAN,73,6376252.2,1889481.8,,,
4274730423,2016-01-05T00:00:00.000,930,,,CA,201501,,HOND,PA,BK,6220 SHOUP AVE,00375,53,5204A-,DISPLAY OF TABS,25,6375785.2,1889766,,,
4274730434,2016-01-05T00:00:00.000,945,,,CA,201611,,HOND,PA,BL,6200 SHOUP AVE,00375,53,80.69BS,NO PARK/STREET CLEAN,73,6375784.9,1889687.7,,,
4274730445,2016-01-05T00:00:00.000,1014,,,SC,201508,,HYUN,PA,BK,5727 TOPANGA CANYON BLVD,00375,53,80.61,STANDNG IN ALLEY,68,6378411.2,1886364.4,,,
4274730456,2016-01-05T00:00:00.000,1124,,,CA,201602,,LEXS,PA,SL,5620 WILBUR AVE,00375,53,80.56E1,WHITE ZONE,58,6396900.1,1885717.2,,,
4274730460,2016-01-05T00:00:00.000,1209,,,CA,201601,,CHRY,PA,BL,22041 COSTANSO ST,00375,53,80.69BS,NO PARK/STREET CLEAN,73,6378136.6,1883927.3,,,
4274730471,2016-01-05T00:00:00.000,1211,,,CA,201606,,NISS,PA,BK,22131 COSTANSO ST,00375,53,80.69BS,NO PARK/STREET CLEAN,73,6377490.5,1883945.2,,,
4274730482,2016-01-05T00:00:00.000,1214,,,CA,201606,,AUDI,PA,BK,5300 SAN FELICIANO DR,00375,53,80.69BS,NO PARK/STREET CLEAN,73,6377025.5,1883639,,,
4274730493,2016-01-05T00:00:00.000,1216,,,CA,201604,,CHEV,PA,SL,5300 VILLEBOSO AVE,00375,53,80.69BS,NO PARK/STREET CLEAN,73,6377680.7,1883636.9,,,
4274730504,2016-01-05T00:00:00.000,1218,,,CA,201604,,CHEV,PA,SL,5300 VILLEBOSO AVE,00375,53,5200,DISPLAY OF PLATES,25,6377680.7,1883636.9,,,
4274730515,2016-01-05T00:00:00.000,1219,,,CA,201607,,TOYT,PA,SL,5200 VILLEBOSO AVE,00375,53,80.69BS,NO PARK/STREET CLEAN,73,6377678.4,1883063.7,,,
4274730526,2016-01-05T00:00:00.000,1226,,,CA,201603,,CHEV,TK,WT,22000 AVENUE SAN LUIS,00375,53,80.69BS,NO PARK/STREET CLEAN,73,99999,99999,,,
4274730530,2016-01-05T00:00:00.000,1229,,,CA,201608,,TOYT,PA,WT,22024 CRESPI ST,00375,53,80.69BS,NO PARK/STREET CLEAN,73,99999,99999,,,
4274730541,2016-01-05T00:00:00.000,1234,,,CA,201610,,CHEV,PA,WT,22041 DE LA GUERRA ST,00375,53,80.69BS,NO PARK/STREET CLEAN,73,6378143.3,1882734.9,,,
4274730552,2016-01-05T00:00:00.000,1239,,,CA,201507,,PORS,PA,SL,22021 LOPEZ ST,00375,53,80.69BS,NO PARK/STREET CLEAN,73,6378256.2,1881534.3,,,
4274730563,2016-01-05T00:00:00.000,1240,,,CA,201507,,PORS,PA,SL,22021 LOPEZ ST,00375,53,5204A-,DISPLAY OF TABS,25,6378256.2,1881534.3,,,
4274730585,2016-01-05T00:00:00.000,1254,,,CA,201506,,HOND,PA,GN,21300 COSTANSO ST,00375,53,5204A-,DISPLAY OF TABS,25,6381422.3,1883533.7,,,
4274730596,2016-01-05T00:00:00.000,1255,,,CA,201506,,HOND,PA,GN,21300 COSTANSO ST,00375,53,80.56E4+,RED ZONE,93,6381422.3,1883533.7,,,
4274734660,2016-01-05T00:00:00.000,805,,,CA,201605,,HOND,VN,GY,17144 CHATSWORTH ST,00332,53,80.69BS,NO PARK/STREET CLEAN,73,6408454.8,1919134.8,,,
4274734671,2016-01-05T00:00:00.000,808,,,CA,201608,,NISS,PA,GY,17103 LOS ALIMOS ST,00332,53,80.69BS,NO PARK/STREET CLEAN,73,99999,99999,,,
4274734682,2016-01-05T00:00:00.000,811,,,CA,,,HOND,PA,GY,10724 AMESTOY AVE,00332,53,80.69BS,NO PARK/STREET CLEAN,73,6408592,1919242.7,,,
4274734693,2016-01-05T00:00:00.000,812,,,CA,201612,,FORD,PA,GY,17215 LOS ALIMOS ST,00332,53,80.69BS,NO PARK/STREET CLEAN,73,6407841.8,1919589.3,,,
4274734704,2016-01-05T00:00:00.000,815,,,CA,201605,,CHRY,PA,SL,17222 TRIBUNE ST,00332,53,80.69BS,NO PARK/STREET CLEAN,73,99999,99999,,,
4274734715,2016-01-05T00:00:00.000,820,,,CA,201603,,VOLK,PA,WT,17111 TRIBUNE ST,00332,53,80.69BS,NO PARK/STREET CLEAN,73,99999,99999,,,
4274734726,2016-01-05T00:00:00.000,831,,,CA,201605,,CHEV,PA,SL,15540 LUDLOW ST,00332,53,80.69BS,NO PARK/STREET CLEAN,73,6419342.7,1921311.2,,,
4274734730,2016-01-05T00:00:00.000,833,,,CA,201610,,UNK,MH,TN,15500 BERMUDA ST,00332,53,80.69BS,NO PARK/STREET CLEAN,73,6419624.1,1919827.1,,,
4274734741,2016-01-05T00:00:00.000,842,,,CA,,,TOYT,PA,GY,11308 BLUCHER AVE,00332,53,80.69BS,NO PARK/STREET CLEAN,73,6419185.4,1923169.6,,,
4274734752,2016-01-05T00:00:00.000,1005,,,CA,201507,,JEEP,PA,BK,17100 HIAWATHA ST,00332,53,80.69BS,NO PARK/STREET CLEAN,73,6408731.7,1917151.1,,,
4274734763,2016-01-05T00:00:00.000,1006,,,CA,201507,,JEEP,PA,BK,17100 HIAWATHA ST,00332,53,5204A-,DISPLAY OF TABS,25,6408731.7,1917151.1,,,
4274734774,2016-01-05T00:00:00.000,1009,,,CA,201602,,MERC,PA,GO,17019 GERMAIN ST,00332,53,80.69BS,NO PARK/STREET CLEAN,73,6409680.3,1918240.3,,,
4274734785,2016-01-05T00:00:00.000,1010,,,CA,201606,,MAZD,PA,SL,17019 GERMAIN ST,00332,53,80.69BS,NO PARK/STREET CLEAN,73,6409680.3,1918240.3,,,
4274734796,2016-01-05T00:00:00.000,1012,,,CA,201604,,TOYT,PA,BK,10670 GENESTA AVE,00332,53,80.69BS,NO PARK/STREET CLEAN,73,6409247.8,1918868.9,,,
4274734800,2016-01-05T00:00:00.000,1013,,,CA,201602,,MERC,PA,BK,10670 GENESTA AVE,00332,53,80.69BS,NO PARK/STREET CLEAN,73,6409247.8,1918868.9,,,
4274734811,2016-01-05T00:00:00.000,1017,,,CA,201603,,FORD,PU,YE,10668 ALDEA AVE,00332,53,80.69BS,NO PARK/STREET CLEAN,73,6407927.1,1918826.7,,,
4274734822,2016-01-05T00:00:00.000,1028,,,CA,201608,,NISS,PU,BL,16116 TULSA ST,00332,53,80.69BS,NO PARK/STREET CLEAN,73,99999,99999,,,
4274734833,2016-01-05T00:00:00.000,1028,,,CA,201608,,NISS,PU,BL,16116 TULSA ST,00332,53,5200,DISPLAY OF PLATES,25,99999,99999,,,
4274734844,2016-01-05T00:00:00.000,1030,,,CA,201604,,FORD,PU,GY,16046 TULSA ST,00332,53,80.69BS,NO PARK/STREET CLEAN,73,6416213.8,1920357.8,,,
4274734855,2016-01-05T00:00:00.000,1033,,,CA,201505,,BMW,PA,BL,10929 COLLETT AVE,00332,53,80.69BS,NO PARK/STREET CLEAN,73,6415547,1920681.6,,,
4274734866,2016-01-05T00:00:00.000,1033,,,CA,201505,,BMW,PA,BL,10929 COLLETT AVE,00332,53,5204A-,DISPLAY OF TABS,25,6415547,1920681.6,,,
4274734870,2016-01-05T00:00:00.000,1036,,,CA,201506,,MERZ,PA,SL,16055 TULSA ST,00332,53,80.69BS,NO PARK/STREET CLEAN,73,99999,99999,,,
4274734881,2016-01-05T00:00:00.000,1037,,,CA,201506,,MERZ,PA,SL,16055 TULSA ST,00332,53,5204A-,DISPLAY OF TABS,25,99999,99999,,,
4274734892,2016-01-05T00:00:00.000,1038,,,CA,201604,,JEEP,PA,GO,16055 TULSA ST,00332,53,80.69BS,NO PARK/STREET CLEAN,73,99999,99999,,,
4274734903,2016-01-05T00:00:00.000,1042,,,CA,201604,,NISS,PA,BL,15819 LOS ALIMOS ST,00332,53,80.69BS,NO PARK/STREET CLEAN,73,99999,99999,,,
4274734914,2016-01-05T00:00:00.000,1205,,,CA,201603,,CHEV,PU,BK,10608 MARKLEIN AVE,00332,53,80.69BS,NO PARK/STREET CLEAN,73,99999,99999,,,
4274734925,2016-01-05T00:00:00.000,1207,,,CA,201608,,FORD,VN,RD,15420 SAN JOSE ST,00332,53,80.69BS,NO PARK/STREET CLEAN,73,99999,99999,,,
4274734936,2016-01-05T00:00:00.000,1209,,,CA,201605,,TOYT,PA,SL,10412 PEACH AVE,00332,53,80.69BS,NO PARK/STREET CLEAN,73,99999,99999,,,
4274734940,2016-01-05T00:00:00.000,1210,,,CA,201602,,KIA,PA,BK,10412 PEACH AVE,00332,53,80.69BS,NO PARK/STREET CLEAN,73,99999,99999,,,
4274734951,2016-01-05T00:00:00.000,1409,,,CA,201608,,TOYT,PA,WT,6611 WOODMAN AVE,00332,53,22514,FIRE HYDRANT,68,6431251.7,1891994,,,
4274736012,2016-01-05T00:00:00.000,1905,15,,CA,201607,,MERZ,PA,GY,8604 COLGATE AVENUE,00401,54,80.58L,PREFERENTIAL PARKING,68,99999,99999,,,
4274736023,2016-01-05T00:00:00.000,1912,15,,CA,,,VOLK,PA,GY,423 SOUTH LE DOUX ROAD,00401,54,80.58L,PREFERENTIAL PARKING,68,6447370.3,1848452.9,,,
4274736034,2016-01-05T00:00:00.000,1939,53,,CA,201611,,VOLK,PA,GY,738 NORTH DETROIT STREET,00401,54,80.58L,PREFERENTIAL PARKING,68,6457156.4,1853187.3,,,
4274736045,2016-01-05T00:00:00.000,1941,53,,CA,201603,,NISS,PA,GY,734 NORTH DETROIT STREET,00401,54,80.58L,PREFERENTIAL PARKING,68,6457156.4,1853160.5,,,
4274736056,2016-01-05T00:00:00.000,1943,53,,CA,201607,,SUBA,PA,GY,724 NORTH DETROIT STREET,00401,54,80.58L,PREFERENTIAL PARKING,68,6457156.3,1853093.4,,,
4274738016,2016-01-05T00:00:00.000,1336,ED651A,,CA,201601,,GRUM,TK,BN,961 TOWNE AVE S,00686,56,88.13B+,METER EXP.,63,6486164.7,1835129.4,,,
4274738020,2016-01-05T00:00:00.000,1338,ED651A,,CA,201601,,GRUM,TK,BN,961 TOWNE AVE S,00686,56,88.03A,OUTSIDE LINES/METER,58,6486164.7,1835129.4,,,
